scorecard,summary
https://www.espncricinfo.com//series/england-tour-of-new-zealand-1962-63-61773/new-zealand-vs-england-2nd-test-62927/full-scorecard,https://www.espncricinfo.com//series/england-tour-of-new-zealand-1962-63-61773/new-zealand-vs-england-2nd-test-62927/live-cricket-score
https://www.espncricinfo.com//series/england-tour-of-new-zealand-1962-63-61773/new-zealand-vs-england-3rd-test-62928/full-scorecard,https://www.espncricinfo.com//series/england-tour-of-new-zealand-1962-63-61773/new-zealand-vs-england-3rd-test-62928/live-cricket-score
https://www.espncricinfo.com//series/west-indies-tour-of-england-1963-61874/england-vs-west-indies-1st-test-62929/full-scorecard,https://www.espncricinfo.com//series/west-indies-tour-of-england-1963-61874/england-vs-west-indies-1st-test-62929/live-cricket-score
https://www.espncricinfo.com//series/west-indies-tour-of-england-1963-61874/england-vs-west-indies-2nd-test-62930/full-scorecard,https://www.espncricinfo.com//series/west-indies-tour-of-england-1963-61874/england-vs-west-indies-2nd-test-62930/live-cricket-score
https://www.espncricinfo.com//series/west-indies-tour-of-england-1963-61874/england-vs-west-indies-3rd-test-62931/full-scorecard,https://www.espncricinfo.com//series/west-indies-tour-of-england-1963-61874/england-vs-west-indies-3rd-test-62931/live-cricket-score
https://www.espncricinfo.com//series/west-indies-tour-of-england-1963-61874/england-vs-west-indies-4th-test-62932/full-scorecard,https://www.espncricinfo.com//series/west-indies-tour-of-england-1963-61874/england-vs-west-indies-4th-test-62932/live-cricket-score
https://www.espncricinfo.com//series/west-indies-tour-of-england-1963-61874/england-vs-west-indies-5th-test-62933/full-scorecard,https://www.espncricinfo.com//series/west-indies-tour-of-england-1963-61874/england-vs-west-indies-5th-test-62933/live-cricket-score
https://www.espncricinfo.com//series/south-africa-tour-of-australia-1963-64-61825/australia-vs-south-africa-1st-test-62934/full-scorecard,https://www.espncricinfo.com//series/south-africa-tour-of-australia-1963-64-61825/australia-vs-south-africa-1st-test-62934/live-cricket-score
https://www.espncricinfo.com//series/south-africa-tour-of-australia-1963-64-61825/australia-vs-south-africa-2nd-test-62935/full-scorecard,https://www.espncricinfo.com//series/south-africa-tour-of-australia-1963-64-61825/australia-vs-south-africa-2nd-test-62935/live-cricket-score
https://www.espncricinfo.com//series/south-africa-tour-of-australia-1963-64-61825/australia-vs-south-africa-3rd-test-62936/full-scorecard,https://www.espncricinfo.com//series/south-africa-tour-of-australia-1963-64-61825/australia-vs-south-africa-3rd-test-62936/live-cricket-score
https://www.espncricinfo.com//series/england-tour-of-india-1963-64-61794/india-vs-england-1st-test-62939/full-scorecard,https://www.espncricinfo.com//series/england-tour-of-india-1963-64-61794/india-vs-england-1st-test-62939/live-cricket-score
https://www.espncricinfo.com//series/england-tour-of-india-1963-64-61794/india-vs-england-2nd-test-62940/full-scorecard,https://www.espncricinfo.com//series/england-tour-of-india-1963-64-61794/india-vs-england-2nd-test-62940/live-cricket-score
https://www.espncricinfo.com//series/south-africa-tour-of-australia-1963-64-61825/australia-vs-south-africa-4th-test-62937/full-scorecard,https://www.espncricinfo.com//series/south-africa-tour-of-australia-1963-64-61825/australia-vs-south-africa-4th-test-62937/live-cricket-score
https://www.espncricinfo.com//series/england-tour-of-india-1963-64-61794/india-vs-england-3rd-test-62941/full-scorecard,https://www.espncricinfo.com//series/england-tour-of-india-1963-64-61794/india-vs-england-3rd-test-62941/live-cricket-score
https://www.espncricinfo.com//series/south-africa-tour-of-australia-1963-64-61825/australia-vs-south-africa-5th-test-62938/full-scorecard,https://www.espncricinfo.com//series/south-africa-tour-of-australia-1963-64-61825/australia-vs-south-africa-5th-test-62938/live-cricket-score
https://www.espncricinfo.com//series/england-tour-of-india-1963-64-61794/india-vs-england-4th-test-62942/full-scorecard,https://www.espncricinfo.com//series/england-tour-of-india-1963-64-61794/india-vs-england-4th-test-62942/live-cricket-score
https://www.espncricinfo.com//series/england-tour-of-india-1963-64-61794/india-vs-england-5th-test-62943/full-scorecard,https://www.espncricinfo.com//series/england-tour-of-india-1963-64-61794/india-vs-england-5th-test-62943/live-cricket-score
https://www.espncricinfo.com//series/south-africa-tour-of-new-zealand-1963-64-61845/new-zealand-vs-south-africa-1st-test-62944/full-scorecard,https://www.espncricinfo.com//series/south-africa-tour-of-new-zealand-1963-64-61845/new-zealand-vs-south-africa-1st-test-62944/live-cricket-score
https://www.espncricinfo.com//series/south-africa-tour-of-new-zealand-1963-64-61845/new-zealand-vs-south-africa-2nd-test-62945/full-scorecard,https://www.espncricinfo.com//series/south-africa-tour-of-new-zealand-1963-64-61845/new-zealand-vs-south-africa-2nd-test-62945/live-cricket-score
https://www.espncricinfo.com//series/south-africa-tour-of-new-zealand-1963-64-61845/new-zealand-vs-south-africa-3rd-test-62946/full-scorecard,https://www.espncricinfo.com//series/south-africa-tour-of-new-zealand-1963-64-61845/new-zealand-vs-south-africa-3rd-test-62946/live-cricket-score
https://www.espncricinfo.com//series/australia-tour-of-england-1964-61332/england-vs-australia-1st-test-62947/full-scorecard,https://www.espncricinfo.com//series/australia-tour-of-england-1964-61332/england-vs-australia-1st-test-62947/live-cricket-score
https://www.espncricinfo.com//series/australia-tour-of-england-1964-61332/england-vs-australia-2nd-test-62948/full-scorecard,https://www.espncricinfo.com//series/australia-tour-of-england-1964-61332/england-vs-australia-2nd-test-62948/live-cricket-score
https://www.espncricinfo.com//series/australia-tour-of-england-1964-61332/england-vs-australia-3rd-test-62949/full-scorecard,https://www.espncricinfo.com//series/australia-tour-of-england-1964-61332/england-vs-australia-3rd-test-62949/live-cricket-score
https://www.espncricinfo.com//series/australia-tour-of-england-1964-61332/england-vs-australia-4th-test-62950/full-scorecard,https://www.espncricinfo.com//series/australia-tour-of-england-1964-61332/england-vs-australia-4th-test-62950/live-cricket-score
https://www.espncricinfo.com//series/australia-tour-of-england-1964-61332/england-vs-australia-5th-test-62951/full-scorecard,https://www.espncricinfo.com//series/australia-tour-of-england-1964-61332/england-vs-australia-5th-test-62951/live-cricket-score
https://www.espncricinfo.com//series/australia-tour-of-india-1964-65-61420/india-vs-australia-1st-test-62952/full-scorecard,https://www.espncricinfo.com//series/australia-tour-of-india-1964-65-61420/india-vs-australia-1st-test-62952/live-cricket-score
https://www.espncricinfo.com//series/australia-tour-of-india-1964-65-61420/india-vs-australia-2nd-test-62953/full-scorecard,https://www.espncricinfo.com//series/australia-tour-of-india-1964-65-61420/india-vs-australia-2nd-test-62953/live-cricket-score
https://www.espncricinfo.com//series/australia-tour-of-india-1964-65-61420/india-vs-australia-3rd-test-62954/full-scorecard,https://www.espncricinfo.com//series/australia-tour-of-india-1964-65-61420/india-vs-australia-3rd-test-62954/live-cricket-score
https://www.espncricinfo.com//series/australia-tour-of-pakistan-1964-65-61390/pakistan-vs-australia-only-test-62955/full-scorecard,https://www.espncricinfo.com//series/australia-tour-of-pakistan-1964-65-61390/pakistan-vs-australia-only-test-62955/live-cricket-score
https://www.espncricinfo.com//series/pakistan-tour-of-australia-1964-65-61470/australia-vs-pakistan-only-test-62956/full-scorecard,https://www.espncricinfo.com//series/pakistan-tour-of-australia-1964-65-61470/australia-vs-pakistan-only-test-62956/live-cricket-score
https://www.espncricinfo.com//series/england-tour-of-south-africa-1964-65-61682/south-africa-vs-england-1st-test-62957/full-scorecard,https://www.espncricinfo.com//series/england-tour-of-south-africa-1964-65-61682/south-africa-vs-england-1st-test-62957/live-cricket-score
https://www.espncricinfo.com//series/england-tour-of-south-africa-1964-65-61682/south-africa-vs-england-2nd-test-62958/full-scorecard,https://www.espncricinfo.com//series/england-tour-of-south-africa-1964-65-61682/south-africa-vs-england-2nd-test-62958/live-cricket-score
https://www.espncricinfo.com//series/england-tour-of-south-africa-1964-65-61682/south-africa-vs-england-3rd-test-62959/full-scorecard,https://www.espncricinfo.com//series/england-tour-of-south-africa-1964-65-61682/south-africa-vs-england-3rd-test-62959/live-cricket-score
https://www.espncricinfo.com//series/pakistan-tour-of-new-zealand-1964-65-61498/new-zealand-vs-pakistan-1st-test-62962/full-scorecard,https://www.espncricinfo.com//series/pakistan-tour-of-new-zealand-1964-65-61498/new-zealand-vs-pakistan-1st-test-62962/live-cricket-score
https://www.espncricinfo.com//series/england-tour-of-south-africa-1964-65-61682/south-africa-vs-england-4th-test-62960/full-scorecard,https://www.espncricinfo.com//series/england-tour-of-south-africa-1964-65-61682/south-africa-vs-england-4th-test-62960/live-cricket-score
https://www.espncricinfo.com//series/pakistan-tour-of-new-zealand-1964-65-61498/new-zealand-vs-pakistan-2nd-test-62963/full-scorecard,https://www.espncricinfo.com//series/pakistan-tour-of-new-zealand-1964-65-61498/new-zealand-vs-pakistan-2nd-test-62963/live-cricket-score
https://www.espncricinfo.com//series/pakistan-tour-of-new-zealand-1964-65-61498/new-zealand-vs-pakistan-3rd-test-62964/full-scorecard,https://www.espncricinfo.com//series/pakistan-tour-of-new-zealand-1964-65-61498/new-zealand-vs-pakistan-3rd-test-62964/live-cricket-score
https://www.espncricinfo.com//series/england-tour-of-south-africa-1964-65-61682/south-africa-vs-england-5th-test-62961/full-scorecard,https://www.espncricinfo.com//series/england-tour-of-south-africa-1964-65-61682/south-africa-vs-england-5th-test-62961/live-cricket-score
https://www.espncricinfo.com//series/new-zealand-tour-of-india-1964-65-62129/india-vs-new-zealand-1st-test-62965/full-scorecard,https://www.espncricinfo.com//series/new-zealand-tour-of-india-1964-65-62129/india-vs-new-zealand-1st-test-62965/live-cricket-score
https://www.espncricinfo.com//series/australia-tour-of-west-indies-1964-65-61381/west-indies-vs-australia-1st-test-62969/full-scorecard,https://www.espncricinfo.com//series/australia-tour-of-west-indies-1964-65-61381/west-indies-vs-australia-1st-test-62969/live-cricket-score
https://www.espncricinfo.com//series/new-zealand-tour-of-india-1964-65-62129/india-vs-new-zealand-2nd-test-62966/full-scorecard,https://www.espncricinfo.com//series/new-zealand-tour-of-india-1964-65-62129/india-vs-new-zealand-2nd-test-62966/live-cricket-score
https://www.espncricinfo.com//series/new-zealand-tour-of-india-1964-65-62129/india-vs-new-zealand-3rd-test-62967/full-scorecard,https://www.espncricinfo.com//series/new-zealand-tour-of-india-1964-65-62129/india-vs-new-zealand-3rd-test-62967/live-cricket-score
https://www.espncricinfo.com//series/new-zealand-tour-of-india-1964-65-62129/india-vs-new-zealand-4th-test-62968/full-scorecard,https://www.espncricinfo.com//series/new-zealand-tour-of-india-1964-65-62129/india-vs-new-zealand-4th-test-62968/live-cricket-score
https://www.espncricinfo.com//series/australia-tour-of-west-indies-1964-65-61381/west-indies-vs-australia-2nd-test-62970/full-scorecard,https://www.espncricinfo.com//series/australia-tour-of-west-indies-1964-65-61381/west-indies-vs-australia-2nd-test-62970/live-cricket-score
https://www.espncricinfo.com//series/new-zealand-tour-of-pakistan-1964-65-62109/pakistan-vs-new-zealand-1st-test-62974/full-scorecard,https://www.espncricinfo.com//series/new-zealand-tour-of-pakistan-1964-65-62109/pakistan-vs-new-zealand-1st-test-62974/live-cricket-score
https://www.espncricinfo.com//series/new-zealand-tour-of-pakistan-1964-65-62109/pakistan-vs-new-zealand-2nd-test-62975/full-scorecard,https://www.espncricinfo.com//series/new-zealand-tour-of-pakistan-1964-65-62109/pakistan-vs-new-zealand-2nd-test-62975/live-cricket-score
https://www.espncricinfo.com//series/new-zealand-tour-of-pakistan-1964-65-62109/pakistan-vs-new-zealand-3rd-test-62976/full-scorecard,https://www.espncricinfo.com//series/new-zealand-tour-of-pakistan-1964-65-62109/pakistan-vs-new-zealand-3rd-test-62976/live-cricket-score
https://www.espncricinfo.com//series/australia-tour-of-west-indies-1964-65-61381/west-indies-vs-australia-3rd-test-62971/full-scorecard,https://www.espncricinfo.com//series/australia-tour-of-west-indies-1964-65-61381/west-indies-vs-australia-3rd-test-62971/live-cricket-score
https://www.espncricinfo.com//series/australia-tour-of-west-indies-1964-65-61381/west-indies-vs-australia-4th-test-62972/full-scorecard,https://www.espncricinfo.com//series/australia-tour-of-west-indies-1964-65-61381/west-indies-vs-australia-4th-test-62972/live-cricket-score
https://www.espncricinfo.com//series/australia-tour-of-west-indies-1964-65-61381/west-indies-vs-australia-5th-test-62973/full-scorecard,https://www.espncricinfo.com//series/australia-tour-of-west-indies-1964-65-61381/west-indies-vs-australia-5th-test-62973/live-cricket-score
https://www.espncricinfo.com//series/new-zealand-tour-of-england-1965-62079/england-vs-new-zealand-1st-test-62977/full-scorecard,https://www.espncricinfo.com//series/new-zealand-tour-of-england-1965-62079/england-vs-new-zealand-1st-test-62977/live-cricket-score
https://www.espncricinfo.com//series/new-zealand-tour-of-england-1965-62079/england-vs-new-zealand-2nd-test-62978/full-scorecard,https://www.espncricinfo.com//series/new-zealand-tour-of-england-1965-62079/england-vs-new-zealand-2nd-test-62978/live-cricket-score
https://www.espncricinfo.com//series/new-zealand-tour-of-england-1965-62079/england-vs-new-zealand-3rd-test-62979/full-scorecard,https://www.espncricinfo.com//series/new-zealand-tour-of-england-1965-62079/england-vs-new-zealand-3rd-test-62979/live-cricket-score
https://www.espncricinfo.com//series/south-africa-tour-of-england-1965-61815/england-vs-south-africa-1st-test-62980/full-scorecard,https://www.espncricinfo.com//series/south-africa-tour-of-england-1965-61815/england-vs-south-africa-1st-test-62980/live-cricket-score
https://www.espncricinfo.com//series/south-africa-tour-of-england-1965-61815/england-vs-south-africa-2nd-test-62981/full-scorecard,https://www.espncricinfo.com//series/south-africa-tour-of-england-1965-61815/england-vs-south-africa-2nd-test-62981/live-cricket-score
https://www.espncricinfo.com//series/south-africa-tour-of-england-1965-61815/england-vs-south-africa-3rd-test-62982/full-scorecard,https://www.espncricinfo.com//series/south-africa-tour-of-england-1965-61815/england-vs-south-africa-3rd-test-62982/live-cricket-score
https://www.espncricinfo.com//series/england-tour-of-australia-1965-66-61701/australia-vs-england-1st-test-62983/full-scorecard,https://www.espncricinfo.com//series/england-tour-of-australia-1965-66-61701/australia-vs-england-1st-test-62983/live-cricket-score
https://www.espncricinfo.com//series/england-tour-of-australia-1965-66-61701/australia-vs-england-2nd-test-62984/full-scorecard,https://www.espncricinfo.com//series/england-tour-of-australia-1965-66-61701/australia-vs-england-2nd-test-62984/live-cricket-score
https://www.espncricinfo.com//series/england-tour-of-australia-1965-66-61701/australia-vs-england-3rd-test-62985/full-scorecard,https://www.espncricinfo.com//series/england-tour-of-australia-1965-66-61701/australia-vs-england-3rd-test-62985/live-cricket-score
https://www.espncricinfo.com//series/england-tour-of-australia-1965-66-61701/australia-vs-england-4th-test-62986/full-scorecard,https://www.espncricinfo.com//series/england-tour-of-australia-1965-66-61701/australia-vs-england-4th-test-62986/live-cricket-score
https://www.espncricinfo.com//series/england-tour-of-australia-1965-66-61701/australia-vs-england-5th-test-62987/full-scorecard,https://www.espncricinfo.com//series/england-tour-of-australia-1965-66-61701/australia-vs-england-5th-test-62987/live-cricket-score
https://www.espncricinfo.com//series/england-tour-of-new-zealand-1965-66-61767/new-zealand-vs-england-1st-test-62988/full-scorecard,https://www.espncricinfo.com//series/england-tour-of-new-zealand-1965-66-61767/new-zealand-vs-england-1st-test-62988/live-cricket-score
https://www.espncricinfo.com//series/england-tour-of-new-zealand-1965-66-61767/new-zealand-vs-england-2nd-test-62989/full-scorecard,https://www.espncricinfo.com//series/england-tour-of-new-zealand-1965-66-61767/new-zealand-vs-england-2nd-test-62989/live-cricket-score
https://www.espncricinfo.com//series/england-tour-of-new-zealand-1965-66-61767/new-zealand-vs-england-3rd-test-62990/full-scorecard,https://www.espncricinfo.com//series/england-tour-of-new-zealand-1965-66-61767/new-zealand-vs-england-3rd-test-62990/live-cricket-score
https://www.espncricinfo.com//series/west-indies-tour-of-england-1966-61880/england-vs-west-indies-1st-test-62991/full-scorecard,https://www.espncricinfo.com//series/west-indies-tour-of-england-1966-61880/england-vs-west-indies-1st-test-62991/live-cricket-score
https://www.espncricinfo.com//series/west-indies-tour-of-england-1966-61880/england-vs-west-indies-2nd-test-62992/full-scorecard,https://www.espncricinfo.com//series/west-indies-tour-of-england-1966-61880/england-vs-west-indies-2nd-test-62992/live-cricket-score
https://www.espncricinfo.com//series/west-indies-tour-of-england-1966-61880/england-vs-west-indies-3rd-test-62993/full-scorecard,https://www.espncricinfo.com//series/west-indies-tour-of-england-1966-61880/england-vs-west-indies-3rd-test-62993/live-cricket-score
https://www.espncricinfo.com//series/west-indies-tour-of-england-1966-61880/england-vs-west-indies-4th-test-62994/full-scorecard,https://www.espncricinfo.com//series/west-indies-tour-of-england-1966-61880/england-vs-west-indies-4th-test-62994/live-cricket-score
https://www.espncricinfo.com//series/west-indies-tour-of-england-1966-61880/england-vs-west-indies-5th-test-62995/full-scorecard,https://www.espncricinfo.com//series/west-indies-tour-of-england-1966-61880/england-vs-west-indies-5th-test-62995/live-cricket-score
https://www.espncricinfo.com//series/west-indies-tour-of-india-1966-67-61937/india-vs-west-indies-1st-test-62996/full-scorecard,https://www.espncricinfo.com//series/west-indies-tour-of-india-1966-67-61937/india-vs-west-indies-1st-test-62996/live-cricket-score
https://www.espncricinfo.com//series/australia-tour-of-south-africa-1966-67-61366/south-africa-vs-australia-1st-test-62999/full-scorecard,https://www.espncricinfo.com//series/australia-tour-of-south-africa-1966-67-61366/south-africa-vs-australia-1st-test-62999/live-cricket-score
https://www.espncricinfo.com//series/west-indies-tour-of-india-1966-67-61937/india-vs-west-indies-2nd-test-62997/full-scorecard,https://www.espncricinfo.com//series/west-indies-tour-of-india-1966-67-61937/india-vs-west-indies-2nd-test-62997/live-cricket-score
https://www.espncricinfo.com//series/australia-tour-of-south-africa-1966-67-61366/south-africa-vs-australia-2nd-test-63000/full-scorecard,https://www.espncricinfo.com//series/australia-tour-of-south-africa-1966-67-61366/south-africa-vs-australia-2nd-test-63000/live-cricket-score
https://www.espncricinfo.com//series/west-indies-tour-of-india-1966-67-61937/india-vs-west-indies-3rd-test-62998/full-scorecard,https://www.espncricinfo.com//series/west-indies-tour-of-india-1966-67-61937/india-vs-west-indies-3rd-test-62998/live-cricket-score
https://www.espncricinfo.com//series/australia-tour-of-south-africa-1966-67-61366/south-africa-vs-australia-3rd-test-63001/full-scorecard,https://www.espncricinfo.com//series/australia-tour-of-south-africa-1966-67-61366/south-africa-vs-australia-3rd-test-63001/live-cricket-score
https://www.espncricinfo.com//series/australia-tour-of-south-africa-1966-67-61366/south-africa-vs-australia-4th-test-63002/full-scorecard,https://www.espncricinfo.com//series/australia-tour-of-south-africa-1966-67-61366/south-africa-vs-australia-4th-test-63002/live-cricket-score
https://www.espncricinfo.com//series/australia-tour-of-south-africa-1966-67-61366/south-africa-vs-australia-5th-test-63003/full-scorecard,https://www.espncricinfo.com//series/australia-tour-of-south-africa-1966-67-61366/south-africa-vs-australia-5th-test-63003/live-cricket-score
https://www.espncricinfo.com//series/india-tour-of-england-1967-62282/england-vs-india-1st-test-63004/full-scorecard,https://www.espncricinfo.com//series/india-tour-of-england-1967-62282/england-vs-india-1st-test-63004/live-cricket-score
https://www.espncricinfo.com//series/india-tour-of-england-1967-62282/england-vs-india-2nd-test-63005/full-scorecard,https://www.espncricinfo.com//series/india-tour-of-england-1967-62282/england-vs-india-2nd-test-63005/live-cricket-score
https://www.espncricinfo.com//series/india-tour-of-england-1967-62282/england-vs-india-3rd-test-63006/full-scorecard,https://www.espncricinfo.com//series/india-tour-of-england-1967-62282/england-vs-india-3rd-test-63006/live-cricket-score
https://www.espncricinfo.com//series/pakistan-tour-of-england-1967-61458/england-vs-pakistan-1st-test-63007/full-scorecard,https://www.espncricinfo.com//series/pakistan-tour-of-england-1967-61458/england-vs-pakistan-1st-test-63007/live-cricket-score
https://www.espncricinfo.com//series/pakistan-tour-of-england-1967-61458/england-vs-pakistan-2nd-test-63008/full-scorecard,https://www.espncricinfo.com//series/pakistan-tour-of-england-1967-61458/england-vs-pakistan-2nd-test-63008/live-cricket-score
https://www.espncricinfo.com//series/pakistan-tour-of-england-1967-61458/england-vs-pakistan-3rd-test-63009/full-scorecard,https://www.espncricinfo.com//series/pakistan-tour-of-england-1967-61458/england-vs-pakistan-3rd-test-63009/live-cricket-score
https://www.espncricinfo.com//series/india-tour-of-australia-1967-68-62296/australia-vs-india-1st-test-63010/full-scorecard,https://www.espncricinfo.com//series/india-tour-of-australia-1967-68-62296/australia-vs-india-1st-test-63010/live-cricket-score
https://www.espncricinfo.com//series/india-tour-of-australia-1967-68-62296/australia-vs-india-2nd-test-63011/full-scorecard,https://www.espncricinfo.com//series/india-tour-of-australia-1967-68-62296/australia-vs-india-2nd-test-63011/live-cricket-score
https://www.espncricinfo.com//series/india-tour-of-australia-1967-68-62296/australia-vs-india-3rd-test-63012/full-scorecard,https://www.espncricinfo.com//series/india-tour-of-australia-1967-68-62296/australia-vs-india-3rd-test-63012/live-cricket-score
https://www.espncricinfo.com//series/england-tour-of-west-indies-1967-68-61747/west-indies-vs-england-1st-test-63014/full-scorecard,https://www.espncricinfo.com//series/england-tour-of-west-indies-1967-68-61747/west-indies-vs-england-1st-test-63014/live-cricket-score
https://www.espncricinfo.com//series/india-tour-of-australia-1967-68-62296/australia-vs-india-4th-test-63013/full-scorecard,https://www.espncricinfo.com//series/india-tour-of-australia-1967-68-62296/australia-vs-india-4th-test-63013/live-cricket-score
https://www.espncricinfo.com//series/england-tour-of-west-indies-1967-68-61747/west-indies-vs-england-2nd-test-63015/full-scorecard,https://www.espncricinfo.com//series/england-tour-of-west-indies-1967-68-61747/west-indies-vs-england-2nd-test-63015/live-cricket-score
https://www.espncricinfo.com//series/india-tour-of-new-zealand-1967-68-62320/new-zealand-vs-india-1st-test-63019/full-scorecard,https://www.espncricinfo.com//series/india-tour-of-new-zealand-1967-68-62320/new-zealand-vs-india-1st-test-63019/live-cricket-score
https://www.espncricinfo.com//series/india-tour-of-new-zealand-1967-68-62320/new-zealand-vs-india-2nd-test-63020/full-scorecard,https://www.espncricinfo.com//series/india-tour-of-new-zealand-1967-68-62320/new-zealand-vs-india-2nd-test-63020/live-cricket-score
https://www.espncricinfo.com//series/india-tour-of-new-zealand-1967-68-62320/new-zealand-vs-india-3rd-test-63021/full-scorecard,https://www.espncricinfo.com//series/india-tour-of-new-zealand-1967-68-62320/new-zealand-vs-india-3rd-test-63021/live-cricket-score
https://www.espncricinfo.com//series/england-tour-of-west-indies-1967-68-61747/west-indies-vs-england-3rd-test-63016/full-scorecard,https://www.espncricinfo.com//series/england-tour-of-west-indies-1967-68-61747/west-indies-vs-england-3rd-test-63016/live-cricket-score
https://www.espncricinfo.com//series/india-tour-of-new-zealand-1967-68-62320/new-zealand-vs-india-4th-test-63022/full-scorecard,https://www.espncricinfo.com//series/india-tour-of-new-zealand-1967-68-62320/new-zealand-vs-india-4th-test-63022/live-cricket-score
https://www.espncricinfo.com//series/england-tour-of-west-indies-1967-68-61747/west-indies-vs-england-4th-test-63017/full-scorecard,https://www.espncricinfo.com//series/england-tour-of-west-indies-1967-68-61747/west-indies-vs-england-4th-test-63017/live-cricket-score
https://www.espncricinfo.com//series/england-tour-of-west-indies-1967-68-61747/west-indies-vs-england-5th-test-63018/full-scorecard,https://www.espncricinfo.com//series/england-tour-of-west-indies-1967-68-61747/west-indies-vs-england-5th-test-63018/live-cricket-score
https://www.espncricinfo.com//series/australia-tour-of-england-1968-61359/england-vs-australia-1st-test-63023/full-scorecard,https://www.espncricinfo.com//series/australia-tour-of-england-1968-61359/england-vs-australia-1st-test-63023/live-cricket-score
https://www.espncricinfo.com//series/australia-tour-of-england-1968-61359/england-vs-australia-2nd-test-63024/full-scorecard,https://www.espncricinfo.com//series/australia-tour-of-england-1968-61359/england-vs-australia-2nd-test-63024/live-cricket-score
https://www.espncricinfo.com//series/australia-tour-of-england-1968-61359/england-vs-australia-3rd-test-63025/full-scorecard,https://www.espncricinfo.com//series/australia-tour-of-england-1968-61359/england-vs-australia-3rd-test-63025/live-cricket-score
https://www.espncricinfo.com//series/australia-tour-of-england-1968-61359/england-vs-australia-4th-test-63026/full-scorecard,https://www.espncricinfo.com//series/australia-tour-of-england-1968-61359/england-vs-australia-4th-test-63026/live-cricket-score
https://www.espncricinfo.com//series/australia-tour-of-england-1968-61359/england-vs-australia-5th-test-63027/full-scorecard,https://www.espncricinfo.com//series/australia-tour-of-england-1968-61359/england-vs-australia-5th-test-63027/live-cricket-score
https://www.espncricinfo.com//series/west-indies-tour-of-australia-1968-69-61899/australia-vs-west-indies-1st-test-63028/full-scorecard,https://www.espncricinfo.com//series/west-indies-tour-of-australia-1968-69-61899/australia-vs-west-indies-1st-test-63028/live-cricket-score
https://www.espncricinfo.com//series/west-indies-tour-of-australia-1968-69-61899/australia-vs-west-indies-2nd-test-63029/full-scorecard,https://www.espncricinfo.com//series/west-indies-tour-of-australia-1968-69-61899/australia-vs-west-indies-2nd-test-63029/live-cricket-score
https://www.espncricinfo.com//series/west-indies-tour-of-australia-1968-69-61899/australia-vs-west-indies-3rd-test-63030/full-scorecard,https://www.espncricinfo.com//series/west-indies-tour-of-australia-1968-69-61899/australia-vs-west-indies-3rd-test-63030/live-cricket-score
https://www.espncricinfo.com//series/west-indies-tour-of-australia-1968-69-61899/australia-vs-west-indies-4th-test-63031/full-scorecard,https://www.espncricinfo.com//series/west-indies-tour-of-australia-1968-69-61899/australia-vs-west-indies-4th-test-63031/live-cricket-score
https://www.espncricinfo.com//series/west-indies-tour-of-australia-1968-69-61899/australia-vs-west-indies-5th-test-63032/full-scorecard,https://www.espncricinfo.com//series/west-indies-tour-of-australia-1968-69-61899/australia-vs-west-indies-5th-test-63032/live-cricket-score
https://www.espncricinfo.com//series/england-tour-of-pakistan-1968-69-61760/pakistan-vs-england-1st-test-63033/full-scorecard,https://www.espncricinfo.com//series/england-tour-of-pakistan-1968-69-61760/pakistan-vs-england-1st-test-63033/live-cricket-score
https://www.espncricinfo.com//series/west-indies-tour-of-new-zealand-1968-69-61925/new-zealand-vs-west-indies-1st-test-63036/full-scorecard,https://www.espncricinfo.com//series/west-indies-tour-of-new-zealand-1968-69-61925/new-zealand-vs-west-indies-1st-test-63036/live-cricket-score
https://www.espncricinfo.com//series/england-tour-of-pakistan-1968-69-61760/pakistan-vs-england-2nd-test-63034/full-scorecard,https://www.espncricinfo.com//series/england-tour-of-pakistan-1968-69-61760/pakistan-vs-england-2nd-test-63034/live-cricket-score
https://www.espncricinfo.com//series/england-tour-of-pakistan-1968-69-61760/pakistan-vs-england-3rd-test-63035/full-scorecard,https://www.espncricinfo.com//series/england-tour-of-pakistan-1968-69-61760/pakistan-vs-england-3rd-test-63035/live-cricket-score
https://www.espncricinfo.com//series/west-indies-tour-of-new-zealand-1968-69-61925/new-zealand-vs-west-indies-2nd-test-63037/full-scorecard,https://www.espncricinfo.com//series/west-indies-tour-of-new-zealand-1968-69-61925/new-zealand-vs-west-indies-2nd-test-63037/live-cricket-score
https://www.espncricinfo.com//series/west-indies-tour-of-new-zealand-1968-69-61925/new-zealand-vs-west-indies-3rd-test-63038/full-scorecard,https://www.espncricinfo.com//series/west-indies-tour-of-new-zealand-1968-69-61925/new-zealand-vs-west-indies-3rd-test-63038/live-cricket-score
https://www.espncricinfo.com//series/west-indies-tour-of-england-and-ireland-1969-61885/england-vs-west-indies-1st-test-63039/full-scorecard,https://www.espncricinfo.com//series/west-indies-tour-of-england-and-ireland-1969-61885/england-vs-west-indies-1st-test-63039/live-cricket-score
https://www.espncricinfo.com//series/west-indies-tour-of-england-and-ireland-1969-61885/england-vs-west-indies-2nd-test-63040/full-scorecard,https://www.espncricinfo.com//series/west-indies-tour-of-england-and-ireland-1969-61885/england-vs-west-indies-2nd-test-63040/live-cricket-score
