ground,season,scorecard_no,countries,runs,overs,innings_x,team1_inn1,team2_inn1,first_inn_lead_of_team1,team1_inn2,team2_inn2,team1_inn1_over,team2_inn1_over,total_day,bat_first,field_first,innings_y,team_no,country_won,won
Sydney,1907/08,Test # 96,Australia,300,91.2,1st INNINGS,0,300,27,0,275,0,91.2,7,England,0,1st INNINGS,1,Australia,1
Melbourne,1907/08,Test # 97,Australia,266,100.5,1st INNINGS,266,0,-116,397,0,100.5,0,7,Australia,0,1st INNINGS,1,England,0
Melbourne,1907/08,Test # 97,England,382,135.2,1st INNINGS,0,382,116,0,282,0,135.2,7,Australia,0,1st INNINGS,2,England,1
Adelaide,1907/08,Test # 98,Australia,285,94.5,1st INNINGS,285,0,-78,506,0,94.5,0,7,Australia,0,1st INNINGS,1,Australia,1
Adelaide,1907/08,Test # 98,England,363,132,1st INNINGS,0,363,78,0,183,0,132,7,Australia,0,1st INNINGS,2,Australia,0
Melbourne,1907/08,Test # 99,Australia,214,85.5,1st INNINGS,214,0,109,385,0,85.5,0,5,Australia,0,1st INNINGS,1,Australia,1
Melbourne,1907/08,Test # 99,England,105,34.2,1st INNINGS,0,105,-109,0,186,0,34.2,5,Australia,0,1st INNINGS,2,Australia,0
Sydney,1907/08,Test # 100,Australia,137,50.4,1st INNINGS,137,0,-144,422,0,50.4,0,7,0,England,1st INNINGS,1,Australia,1
Sydney,1907/08,Test # 100,England,281,96.1,1st INNINGS,0,281,144,0,229,0,96.1,7,0,England,1st INNINGS,2,Australia,0
"Edgbaston,",1909,Test # 101,Australia,74,46,1st INNINGS,74,0,-47,151,0,46,0,3,Australia,0,1st INNINGS,2,England,0
"Edgbaston,",1909,Test # 101,England,121,55.3,1st INNINGS,0,121,47,0,105,0,55.3,3,Australia,0,1st INNINGS,1,England,1
"Lord's,",1909,Test # 102,England,269,107.2,1st INNINGS,269,0,-81,121,0,107.2,0,3,0,Australia,1st INNINGS,1,Australia,0
"Lord's,",1909,Test # 102,Australia,350,119.5,1st INNINGS,0,350,81,0,41,0,119.5,3,0,Australia,1st INNINGS,2,Australia,1
"Headingley,",1909,Test # 103,Australia,188,73.1,1st INNINGS,188,0,6,207,0,73.1,0,3,Australia,0,1st INNINGS,2,Australia,1
"Headingley,",1909,Test # 103,England,182,84.3,1st INNINGS,0,182,-6,0,87,0,84.3,3,Australia,0,1st INNINGS,1,Australia,0
Old,1909,Test # 104,Australia,147,54.3,1st INNINGS,147,0,28,279,0,54.3,0,3,Australia,0,1st INNINGS,2,drawn,2
Old,1909,Test # 104,England,119,52.2,1st INNINGS,0,119,-28,0,108,0,52.2,3,Australia,0,1st INNINGS,1,drawn,2
Kennington,1909,Test # 105,Australia,325,89.3,1st INNINGS,325,0,-27,339,0,89.3,0,3,Australia,0,1st INNINGS,2,drawn,2
Kennington,1909,Test # 105,England,352,106.4,1st INNINGS,0,352,27,0,104,0,106.4,3,Australia,0,1st INNINGS,1,drawn,2
Old,1909/10,Test # 106,South Africa,208,63,1st INNINGS,208,0,-102,345,0,63,0,5,South Africa,0,1st INNINGS,1,South Africa,1
Old,1909/10,Test # 106,England,310,90.1,1st INNINGS,0,310,102,0,224,0,90.1,5,South Africa,0,1st INNINGS,2,South Africa,0
"Lord's,",1909/10,Test # 107,South Africa,199,106.5,1st INNINGS,199,0,0,347,0,106.5,0,6,South Africa,0,1st INNINGS,1,South Africa,1
"Lord's,",1909/10,Test # 107,England,199,75.1,1st INNINGS,0,199,0,0,252,0,75.1,6,South Africa,0,1st INNINGS,2,South Africa,0
Old,1909/10,Test # 108,South Africa,305,84,1st INNINGS,305,0,-17,237,0,84,0,6,South Africa,0,1st INNINGS,1,England,0
Old,1909/10,Test # 108,England,322,82.4,1st INNINGS,0,322,17,0,221,0,82.4,6,South Africa,0,1st INNINGS,2,England,1
"Newlands,",1909/10,Test # 109,England,203,53,1st INNINGS,203,0,-4,178,0,53,0,3,England,0,1st INNINGS,2,South Africa,0
"Newlands,",1909/10,Test # 109,South Africa,207,67,1st INNINGS,0,207,4,0,175,0,67,3,England,0,1st INNINGS,1,South Africa,1
"Newlands,",1909/10,Test # 110,England,417,108.2,1st INNINGS,417,0,314,327,0,108.2,0,4,England,0,1st INNINGS,2,England,1
"Newlands,",1909/10,Test # 110,South Africa,103,38.5,1st INNINGS,0,103,-314,0,16,0,38.5,4,England,0,1st INNINGS,1,England,0
Sydney,1910/11,Test # 111,Australia,528,109.4,1st INNINGS,528,0,354,240,0,109.4,0,6,Australia,0,1st INNINGS,1,Australia,1
Sydney,1910/11,Test # 111,South Africa,174,68,1st INNINGS,0,174,-354,0,0,0,68,6,Australia,0,1st INNINGS,2,Australia,0
Melbourne,1910/11,Test # 112,Australia,348,79.4,1st INNINGS,348,0,-158,327,0,79.4,0,5,Australia,0,1st INNINGS,1,Australia,1
Melbourne,1910/11,Test # 112,South Africa,506,153,1st INNINGS,0,506,158,0,80,0,153,5,Australia,0,1st INNINGS,2,Australia,0
Adelaide,1910/11,Test # 113,South Africa,482,166.4,1st INNINGS,482,0,17,360,0,166.4,0,7,South Africa,0,1st INNINGS,2,South Africa,1
Adelaide,1910/11,Test # 113,Australia,465,119.5,1st INNINGS,0,465,-17,0,339,0,119.5,7,South Africa,0,1st INNINGS,1,South Africa,0
Melbourne,1910/11,Test # 114,Australia,328,94.4,1st INNINGS,328,0,123,578,0,94.4,0,5,0,South Africa,1st INNINGS,1,Australia,1
Melbourne,1910/11,Test # 114,South Africa,205,62.5,1st INNINGS,0,205,-123,0,171,0,62.5,5,0,South Africa,1st INNINGS,2,Australia,0
Sydney,1910/11,Test # 115,Australia,364,96.4,1st INNINGS,364,0,204,401,0,96.4,0,5,0,South Africa,1st INNINGS,1,Australia,1
Sydney,1910/11,Test # 115,South Africa,160,50.1,1st INNINGS,0,160,-204,0,198,0,50.1,5,0,South Africa,1st INNINGS,2,Australia,0
Sydney,1911/12,Test # 116,Australia,447,127,1st INNINGS,447,0,129,308,0,127,0,7,Australia,0,1st INNINGS,1,Australia,1
Sydney,1911/12,Test # 116,England,318,101.5,1st INNINGS,0,318,-129,0,291,0,101.5,7,Australia,0,1st INNINGS,2,Australia,0
Melbourne,1911/12,Test # 117,Australia,184,62.1,1st INNINGS,184,0,-81,299,0,62.1,0,5,Australia,0,1st INNINGS,1,England,0
Melbourne,1911/12,Test # 117,England,265,98.1,1st INNINGS,0,265,81,0,219,0,98.1,5,Australia,0,1st INNINGS,2,England,1
Adelaide,1911/12,Test # 118,Australia,133,60,1st INNINGS,133,0,-368,476,0,60,0,6,Australia,0,1st INNINGS,1,England,0
Adelaide,1911/12,Test # 118,England,501,177.1,1st INNINGS,0,501,368,0,112,0,177.1,6,Australia,0,1st INNINGS,2,England,1
Melbourne,1911/12,Test # 119,Australia,191,65.1,1st INNINGS,191,0,-398,173,0,65.1,0,5,0,England,1st INNINGS,1,England,0
Melbourne,1911/12,Test # 119,England,589,190.5,1st INNINGS,0,589,398,0,0,0,190.5,5,0,England,1st INNINGS,2,England,1
Sydney,1911/12,Test # 120,England,324,129,1st INNINGS,324,0,148,214,0,129,0,8,England,0,1st INNINGS,2,England,1
Sydney,1911/12,Test # 120,Australia,176,53,1st INNINGS,0,176,-148,0,292,0,53,8,England,0,1st INNINGS,1,England,0
Old,1912,Test # 121,Australia,448,122.3,1st INNINGS,448,0,183,95,0,122.3,0,2,Australia,0,1st INNINGS,1,Australia,1
Old,1912,Test # 121,South Africa,265,116,1st INNINGS,0,265,-183,0,0,0,116,2,Australia,0,1st INNINGS,2,Australia,0
"Lord's,",1912,Test # 122,South Africa,58,26.1,1st INNINGS,58,0,-279,217,0,26.1,0,3,South Africa,0,1st INNINGS,2,England,0
"Lord's,",1912,Test # 122,England,337,119,1st INNINGS,0,337,279,0,0,0,119,3,South Africa,0,1st INNINGS,1,England,1
"Lord's,",1912,Test # 123,England,310,90,1st INNINGS,310,0,28,0,0,90,0,3,England,0,1st INNINGS,1,drawn,2
"Lord's,",1912,Test # 123,Australia,282,127.2,1st INNINGS,0,282,-28,0,0,0,127.2,3,England,0,1st INNINGS,2,drawn,2
"Headingley,",1912,Test # 124,England,242,78.1,1st INNINGS,242,0,95,238,0,78.1,0,3,England,0,1st INNINGS,1,England,1
"Headingley,",1912,Test # 124,South Africa,147,56.3,1st INNINGS,0,147,-95,0,159,0,56.3,3,England,0,1st INNINGS,2,England,0
"Lord's,",1912,Test # 125,South Africa,263,89,1st INNINGS,263,0,-127,173,0,89,0,3,South Africa,0,1st INNINGS,2,Australia,0
"Lord's,",1912,Test # 125,Australia,390,128.5,1st INNINGS,0,390,127,0,48,0,128.5,3,South Africa,0,1st INNINGS,1,Australia,1
Old,1912,Test # 126,England,203,92.5,1st INNINGS,203,0,189,0,0,92.5,0,3,England,0,1st INNINGS,1,drawn,2
Old,1912,Test # 126,Australia,14,13,1st INNINGS,0,14,-189,0,0,0,13,3,England,0,1st INNINGS,2,drawn,2
Trent,1912,Test # 127,South Africa,329,128.5,1st INNINGS,329,0,110,0,0,128.5,0,3,South Africa,0,1st INNINGS,2,drawn,2
Trent,1912,Test # 127,Australia,219,94.1,1st INNINGS,0,219,-110,0,0,0,94.1,3,South Africa,0,1st INNINGS,1,drawn,2
Kennington,1912,Test # 128,South Africa,95,42.3,1st INNINGS,95,0,-81,93,0,42.3,0,2,South Africa,0,1st INNINGS,2,England,0
Kennington,1912,Test # 128,England,176,56.1,1st INNINGS,0,176,81,0,14,0,56.1,2,South Africa,0,1st INNINGS,1,England,1
Kennington,1912,Test # 129,England,245,114.1,1st INNINGS,245,0,134,175,0,114.1,0,4,England,0,1st INNINGS,1,England,1
Kennington,1912,Test # 129,Australia,111,54.4,1st INNINGS,0,111,-134,0,65,0,54.4,4,England,0,1st INNINGS,2,England,0
"Lord's,",1913/14,Test # 130,South Africa,182,56.4,1st INNINGS,182,0,-268,111,0,56.4,0,5,South Africa,0,1st INNINGS,1,England,0
"Lord's,",1913/14,Test # 130,England,450,144.4,1st INNINGS,0,450,268,0,0,0,144.4,5,South Africa,0,1st INNINGS,2,England,1
Old,1913/14,Test # 131,South Africa,160,62.5,1st INNINGS,160,0,-243,231,0,62.5,0,5,South Africa,0,1st INNINGS,1,England,0
Old,1913/14,Test # 131,England,403,135,1st INNINGS,0,403,243,0,0,0,135,5,South Africa,0,1st INNINGS,2,England,1
Old,1913/14,Test # 132,England,238,80.1,1st INNINGS,238,0,87,308,0,80.1,0,5,England,0,1st INNINGS,2,England,1
Old,1913/14,Test # 132,South Africa,151,61.5,1st INNINGS,0,151,-87,0,304,0,61.5,5,England,0,1st INNINGS,1,England,0
"Lord's,",1913/14,Test # 133,South Africa,170,68.5,1st INNINGS,170,0,7,305,0,68.5,0,5,South Africa,0,1st INNINGS,1,drawn,2
"Lord's,",1913/14,Test # 133,England,163,75,1st INNINGS,0,163,-7,0,154,0,75,5,South Africa,0,1st INNINGS,2,drawn,2
Crusaders,1913/14,Test # 134,South Africa,193,65.4,1st INNINGS,193,0,-218,228,0,65.4,0,5,South Africa,0,1st INNINGS,1,England,0
Crusaders,1913/14,Test # 134,England,411,144.3,1st INNINGS,0,411,218,0,11,0,144.3,5,South Africa,0,1st INNINGS,2,England,1
Sydney,1920/21,Test # 135,Australia,267,114.5,1st INNINGS,267,0,77,581,0,114.5,0,6,Australia,0,1st INNINGS,1,Australia,1
Sydney,1920/21,Test # 135,England,190,59.1,1st INNINGS,0,190,-77,0,281,0,59.1,6,Australia,0,1st INNINGS,2,Australia,0
Melbourne,1920/21,Test # 136,Australia,499,137.3,1st INNINGS,499,0,248,157,0,137.3,0,5,Australia,0,1st INNINGS,1,Australia,1
Melbourne,1920/21,Test # 136,England,251,87.3,1st INNINGS,0,251,-248,0,0,0,87.3,5,Australia,0,1st INNINGS,2,Australia,0
Adelaide,1920/21,Test # 137,Australia,354,108,1st INNINGS,354,0,-93,582,0,108,0,7,Australia,0,1st INNINGS,1,Australia,1
Adelaide,1920/21,Test # 137,England,447,132.1,1st INNINGS,0,447,93,0,370,0,132.1,7,Australia,0,1st INNINGS,2,Australia,0
Melbourne,1920/21,Test # 138,England,284,99.2,1st INNINGS,284,0,-105,315,0,99.2,0,6,England,0,1st INNINGS,2,Australia,0
Melbourne,1920/21,Test # 138,Australia,389,112.1,1st INNINGS,0,389,105,0,211,0,112.1,6,England,0,1st INNINGS,1,Australia,1
Sydney,1920/21,Test # 139,England,204,70.1,1st INNINGS,204,0,-188,280,0,70.1,0,5,England,0,1st INNINGS,2,Australia,0
Sydney,1920/21,Test # 139,Australia,392,91.3,1st INNINGS,0,392,188,0,93,0,91.3,5,England,0,1st INNINGS,1,Australia,1
Trent,1921,Test # 140,England,112,37,1st INNINGS,112,0,-120,147,0,37,0,3,England,0,1st INNINGS,1,Australia,0
Trent,1921,Test # 140,Australia,232,78,1st INNINGS,0,232,120,0,30,0,78,3,England,0,1st INNINGS,2,Australia,1
"Lord's,",1921,Test # 141,England,187,68.2,1st INNINGS,187,0,-155,283,0,68.2,0,4,England,0,1st INNINGS,1,Australia,0
"Lord's,",1921,Test # 141,Australia,342,84.1,1st INNINGS,0,342,155,0,131,0,84.1,4,England,0,1st INNINGS,2,Australia,1
"Headingley,",1921,Test # 142,Australia,407,93.1,1st INNINGS,407,0,148,273,0,93.1,0,4,Australia,0,1st INNINGS,2,Australia,1
"Headingley,",1921,Test # 142,England,259,93.1,1st INNINGS,0,259,-148,0,202,0,93.1,4,Australia,0,1st INNINGS,1,Australia,0
Old,1921,Test # 143,England,362,120,1st INNINGS,362,0,187,44,0,120,0,4,England,0,1st INNINGS,1,drawn,2
Old,1921,Test # 143,Australia,175,116.4,1st INNINGS,0,175,-187,0,0,0,116.4,4,England,0,1st INNINGS,2,drawn,2
Kennington,1921,Test # 144,England,403,127,1st INNINGS,403,0,14,244,0,127,0,4,England,0,1st INNINGS,1,drawn,2
Kennington,1921,Test # 144,Australia,389,102,1st INNINGS,0,389,-14,0,0,0,102,4,England,0,1st INNINGS,2,drawn,2
"Lord's,",1921/22,Test # 145,Australia,299,84.4,1st INNINGS,299,0,67,324,0,84.4,0,5,Australia,0,1st INNINGS,2,drawn,2
"Lord's,",1921/22,Test # 145,South Africa,232,80.1,1st INNINGS,0,232,-67,0,184,0,80.1,5,Australia,0,1st INNINGS,1,drawn,2
Old,1921/22,Test # 146,Australia,450,97.5,1st INNINGS,450,0,207,472,0,97.5,0,5,Australia,0,1st INNINGS,2,drawn,2
Old,1921/22,Test # 146,South Africa,243,78.3,1st INNINGS,0,243,-207,0,0,0,78.3,5,Australia,0,1st INNINGS,1,drawn,2
"Newlands,",1921/22,Test # 147,South Africa,180,88,1st INNINGS,180,0,-216,216,0,88,0,4,South Africa,0,1st INNINGS,1,Australia,0
"Newlands,",1921/22,Test # 147,Australia,396,120,1st INNINGS,0,396,216,0,0,0,120,4,South Africa,0,1st INNINGS,2,Australia,1
Old,1922/23,Test # 148,South Africa,148,55.4,1st INNINGS,148,0,-34,420,0,55.4,0,6,South Africa,0,1st INNINGS,1,South Africa,1
Old,1922/23,Test # 148,England,182,56.5,1st INNINGS,0,182,34,0,218,0,56.5,6,South Africa,0,1st INNINGS,2,South Africa,0
"Newlands,",1922/23,Test # 149,South Africa,113,56,1st INNINGS,113,0,-70,242,0,56,0,4,South Africa,0,1st INNINGS,1,England,0
"Newlands,",1922/23,Test # 149,England,183,68.1,1st INNINGS,0,183,70,0,173,0,68.1,4,South Africa,0,1st INNINGS,2,England,1
"Kingsmead,",1922/23,Test # 150,England,428,185.5,1st INNINGS,428,0,60,11,0,185.5,0,5,England,0,1st INNINGS,2,drawn,2
"Kingsmead,",1922/23,Test # 150,South Africa,368,134.4,1st INNINGS,0,368,-60,0,0,0,134.4,5,England,0,1st INNINGS,1,drawn,2
Old,1922/23,Test # 151,England,244,103.4,1st INNINGS,244,0,-51,376,0,103.4,0,5,England,0,1st INNINGS,2,drawn,2
Old,1922/23,Test # 151,South Africa,295,92,1st INNINGS,0,295,51,0,247,0,92,5,England,0,1st INNINGS,1,drawn,2
"Kingsmead,",1922/23,Test # 152,England,281,126.5,1st INNINGS,281,0,102,241,0,126.5,0,7,England,0,1st INNINGS,2,England,1
"Kingsmead,",1922/23,Test # 152,South Africa,179,85,1st INNINGS,0,179,-102,0,234,0,85,7,England,0,1st INNINGS,1,England,0
"Edgbaston,",1924,Test # 153,England,438,124,1st INNINGS,438,0,408,390,0,124,0,4,0,South Africa,1st INNINGS,1,England,1
"Edgbaston,",1924,Test # 153,South Africa,30,12.3,1st INNINGS,0,30,-408,0,0,0,12.3,4,0,South Africa,1st INNINGS,2,England,0
"Lord's,",1924,Test # 154,South Africa,273,116,1st INNINGS,273,0,-258,240,0,116,0,4,South Africa,0,1st INNINGS,2,England,0
"Lord's,",1924,Test # 154,England,531,118,1st INNINGS,0,531,258,0,0,0,118,4,South Africa,0,1st INNINGS,1,England,1
"Headingley,",1924,Test # 155,England,396,116,1st INNINGS,396,0,264,323,0,116,0,4,England,0,1st INNINGS,1,England,1
"Headingley,",1924,Test # 155,South Africa,132,51.3,1st INNINGS,0,132,-264,0,60,0,51.3,4,England,0,1st INNINGS,2,England,0
Old,1924,Test # 156,South Africa,116,66.5,1st INNINGS,396,0,116,323,0,66.5,0,4,South Africa,0,1st INNINGS,2,drawn,2
Kennington,1924,Test # 157,South Africa,342,124,1st INNINGS,342,0,-79,0,0,124,0,4,South Africa,0,1st INNINGS,2,drawn,2
Kennington,1924,Test # 157,England,421,131,1st INNINGS,0,421,79,0,0,0,131,4,South Africa,0,1st INNINGS,1,drawn,2
Sydney,1924/25,Test # 158,Australia,450,152.2,1st INNINGS,450,0,152,452,0,152.2,0,9,Australia,0,1st INNINGS,1,Australia,1
Sydney,1924/25,Test # 158,England,298,79.7,1st INNINGS,0,298,-152,0,411,0,79.7,9,Australia,0,1st INNINGS,2,Australia,0
Melbourne,1924/25,Test # 159,Australia,600,149.5,1st INNINGS,600,0,121,250,0,149.5,0,8,Australia,0,1st INNINGS,1,Australia,1
Melbourne,1924/25,Test # 159,England,479,138,1st INNINGS,0,479,-121,0,290,0,138,8,Australia,0,1st INNINGS,2,Australia,0
Adelaide,1924/25,Test # 160,Australia,489,153,1st INNINGS,489,0,124,250,0,153,0,8,Australia,0,1st INNINGS,1,Australia,1
Adelaide,1924/25,Test # 160,England,365,117.2,1st INNINGS,0,365,-124,0,363,0,117.2,8,Australia,0,1st INNINGS,2,Australia,0
Melbourne,1924/25,Test # 161,England,548,151.6,1st INNINGS,548,0,279,250,0,151.6,0,6,England,0,1st INNINGS,2,England,1
Melbourne,1924/25,Test # 161,Australia,269,63.3,1st INNINGS,0,269,-279,0,0,0,63.3,6,England,0,1st INNINGS,1,England,0
Sydney,1924/25,Test # 162,Australia,295,102.5,1st INNINGS,295,0,128,325,0,102.5,0,6,Australia,0,1st INNINGS,1,Australia,1
Sydney,1924/25,Test # 162,England,167,47.7,1st INNINGS,0,167,-128,0,146,0,47.7,6,Australia,0,1st INNINGS,2,Australia,0
Trent,1926,Test # 163,England,32,17.2,1st INNINGS,295,0,32,325,0,17.2,0,4,England,0,1st INNINGS,1,drawn,2
"Lord's,",1926,Test # 164,Australia,383,154.5,1st INNINGS,383,0,-92,194,0,154.5,0,4,Australia,0,1st INNINGS,2,drawn,2
"Lord's,",1926,Test # 164,England,475,168,1st INNINGS,0,475,92,0,0,0,168,4,Australia,0,1st INNINGS,1,drawn,2
"Headingley,",1926,Test # 165,Australia,494,165,1st INNINGS,494,0,200,254,0,165,0,4,0,England,1st INNINGS,2,drawn,2
"Headingley,",1926,Test # 165,England,294,128,1st INNINGS,0,294,-200,0,0,0,128,4,0,England,1st INNINGS,1,drawn,2
Old,1926,Test # 166,Australia,335,150.2,1st INNINGS,335,0,30,0,0,150.2,0,4,Australia,0,1st INNINGS,2,drawn,2
Old,1926,Test # 166,England,305,125,1st INNINGS,0,305,-30,0,0,0,125,4,Australia,0,1st INNINGS,1,drawn,2
Kennington,1926,Test # 167,England,280,95.5,1st INNINGS,280,0,-22,436,0,95.5,0,5,England,0,1st INNINGS,1,England,1
Kennington,1926,Test # 167,Australia,302,152.1,1st INNINGS,0,302,22,0,125,0,152.1,5,England,0,1st INNINGS,2,England,0
Old,1927/28,Test # 168,South Africa,196,78.3,1st INNINGS,196,0,-117,170,0,78.3,0,4,South Africa,0,1st INNINGS,1,England,0
Old,1927/28,Test # 168,England,313,137.3,1st INNINGS,0,313,117,0,57,0,137.3,4,South Africa,0,1st INNINGS,2,England,1
"Newlands,",1927/28,Test # 169,England,133,59.1,1st INNINGS,133,0,-117,428,0,59.1,0,5,0,South Africa,1st INNINGS,2,England,1
"Newlands,",1927/28,Test # 169,South Africa,250,101,1st INNINGS,0,250,117,0,224,0,101,5,0,South Africa,1st INNINGS,1,England,0
"Kingsmead,",1927/28,Test # 170,South Africa,246,104.3,1st INNINGS,246,0,-184,464,0,104.3,0,5,South Africa,0,1st INNINGS,1,drawn,2
"Kingsmead,",1927/28,Test # 170,England,430,139.3,1st INNINGS,0,430,184,0,132,0,139.3,5,South Africa,0,1st INNINGS,2,drawn,2
Old,1927/28,Test # 171,England,265,125.4,1st INNINGS,265,0,-63,215,0,125.4,0,5,0,South Africa,1st INNINGS,2,South Africa,0
Old,1927/28,Test # 171,South Africa,328,92.3,1st INNINGS,0,328,63,0,156,0,92.3,5,0,South Africa,1st INNINGS,1,South Africa,1
"Kingsmead,",1927/28,Test # 172,England,282,102.5,1st INNINGS,282,0,-50,118,0,102.5,0,5,0,South Africa,1st INNINGS,2,South Africa,0
"Kingsmead,",1927/28,Test # 172,South Africa,332,113,1st INNINGS,0,332,50,0,69,0,113,5,0,South Africa,1st INNINGS,1,South Africa,1
"Lord's,",1928,Test # 173,England,401,125.4,1st INNINGS,401,0,224,166,0,125.4,0,4,England,0,1st INNINGS,1,England,1
"Lord's,",1928,Test # 173,West Indies,177,83.3,1st INNINGS,0,177,-224,0,0,0,83.3,4,England,0,1st INNINGS,2,England,0
Old,1928,Test # 174,West Indies,206,105.4,1st INNINGS,206,0,-145,115,0,105.4,0,4,West Indies,0,1st INNINGS,2,England,0
Old,1928,Test # 174,England,351,107.2,1st INNINGS,0,351,145,0,0,0,107.2,4,West Indies,0,1st INNINGS,1,England,1
Kennington,1928,Test # 175,West Indies,238,80,1st INNINGS,238,0,-200,129,0,80,0,4,West Indies,0,1st INNINGS,2,England,0
Kennington,1928,Test # 175,England,438,103.5,1st INNINGS,0,438,200,0,0,0,103.5,4,West Indies,0,1st INNINGS,1,England,1
Exhibition,1928/29,Test # 176,England,521,175.3,1st INNINGS,521,0,399,342,0,175.3,0,6,England,0,1st INNINGS,2,England,1
Exhibition,1928/29,Test # 176,Australia,122,50.4,1st INNINGS,0,122,-399,0,66,0,50.4,6,England,0,1st INNINGS,1,England,0
Sydney,1928/29,Test # 177,Australia,253,108.2,1st INNINGS,253,0,-383,397,0,108.2,0,7,Australia,0,1st INNINGS,1,England,0
Sydney,1928/29,Test # 177,England,636,272.1,1st INNINGS,0,636,383,0,16,0,272.1,7,Australia,0,1st INNINGS,2,England,1
Melbourne,1928/29,Test # 178,Australia,397,180.5,1st INNINGS,397,0,-20,351,0,180.5,0,8,Australia,0,1st INNINGS,1,England,0
Melbourne,1928/29,Test # 178,England,417,195,1st INNINGS,0,417,20,0,332,0,195,8,Australia,0,1st INNINGS,2,England,1
Adelaide,1928/29,Test # 179,England,334,183.1,1st INNINGS,334,0,-35,383,0,183.1,0,8,England,0,1st INNINGS,2,England,1
Adelaide,1928/29,Test # 179,Australia,369,160,1st INNINGS,0,369,35,0,336,0,160,8,England,0,1st INNINGS,1,England,0
Melbourne,1928/29,Test # 180,England,519,215.1,1st INNINGS,519,0,28,257,0,215.1,0,9,England,0,1st INNINGS,2,Australia,0
Melbourne,1928/29,Test # 180,Australia,491,271.3,1st INNINGS,0,491,-28,0,287,0,271.3,9,England,0,1st INNINGS,1,Australia,1
"Edgbaston,",1929,Test # 181,England,245,81.1,1st INNINGS,245,0,-5,308,0,81.1,0,4,England,0,1st INNINGS,1,drawn,2
"Edgbaston,",1929,Test # 181,South Africa,250,172.4,1st INNINGS,0,250,5,0,171,0,172.4,4,England,0,1st INNINGS,2,drawn,2
"Lord's,",1929,Test # 182,England,302,99.4,1st INNINGS,302,0,-20,312,0,99.4,0,4,England,0,1st INNINGS,1,drawn,2
"Lord's,",1929,Test # 182,South Africa,322,131,1st INNINGS,0,322,20,0,90,0,131,4,England,0,1st INNINGS,2,drawn,2
"Headingley,",1929,Test # 183,South Africa,236,100.3,1st INNINGS,236,0,-92,275,0,100.3,0,4,South Africa,0,1st INNINGS,2,England,0
"Headingley,",1929,Test # 183,England,328,107.5,1st INNINGS,0,328,92,0,186,0,107.5,4,South Africa,0,1st INNINGS,1,England,1
Old,1929,Test # 184,England,427,128,1st INNINGS,427,0,297,265,0,128,0,4,England,0,1st INNINGS,1,England,1
Old,1929,Test # 184,South Africa,130,75.3,1st INNINGS,0,130,-297,0,0,0,75.3,4,England,0,1st INNINGS,2,England,0
Kennington,1929,Test # 185,England,258,101.3,1st INNINGS,258,0,-234,264,0,101.3,0,4,0,South Africa,1st INNINGS,1,drawn,2
Kennington,1929,Test # 185,South Africa,492,172,1st INNINGS,0,492,234,0,0,0,172,4,0,South Africa,1st INNINGS,2,drawn,2
Lancaster,1929/30,Test # 186,New Zealand,112,47.1,1st INNINGS,112,0,-69,131,0,47.1,0,4,New Zealand,0,1st INNINGS,1,England,0
Lancaster,1929/30,Test # 186,England,181,63.1,1st INNINGS,0,181,69,0,66,0,63.1,4,New Zealand,0,1st INNINGS,2,England,1
Kensington,1929/30,Test # 187,West Indies,369,114.1,1st INNINGS,369,0,-98,384,0,114.1,0,6,West Indies,0,1st INNINGS,1,drawn,2
Kensington,1929/30,Test # 187,England,467,153,1st INNINGS,0,467,98,0,167,0,153,6,West Indies,0,1st INNINGS,2,drawn,2
Basin,1929/30,Test # 188,New Zealand,440,136.3,1st INNINGS,440,0,120,164,0,136.3,0,4,New Zealand,0,1st INNINGS,1,drawn,2
Basin,1929/30,Test # 188,England,320,107.5,1st INNINGS,0,320,-120,0,107,0,107.5,4,New Zealand,0,1st INNINGS,2,drawn,2
Queen's,1929/30,Test # 189,England,208,72.1,1st INNINGS,208,0,-46,425,0,72.1,0,6,England,0,1st INNINGS,2,England,1
Queen's,1929/30,Test # 189,West Indies,254,87.2,1st INNINGS,0,254,46,0,212,0,87.2,6,England,0,1st INNINGS,1,England,0
Eden,1929/30,Test # 190,England,330,88,1st INNINGS,330,0,234,0,0,88,0,4,0,New Zealand,1st INNINGS,2,drawn,2
Eden,1929/30,Test # 190,New Zealand,96,34,1st INNINGS,0,96,-234,0,0,0,34,4,0,New Zealand,1st INNINGS,1,drawn,2
Eden,1929/30,Test # 191,England,540,171.4,1st INNINGS,540,0,153,22,0,171.4,0,4,England,0,1st INNINGS,2,drawn,2
Eden,1929/30,Test # 191,New Zealand,387,166.1,1st INNINGS,0,387,-153,0,0,0,166.1,4,England,0,1st INNINGS,1,drawn,2
"Bourda,",1929/30,Test # 192,West Indies,471,148,1st INNINGS,471,0,326,290,0,148,0,6,West Indies,0,1st INNINGS,1,West Indies,1
"Bourda,",1929/30,Test # 192,England,145,61.3,1st INNINGS,0,145,-326,0,327,0,61.3,6,West Indies,0,1st INNINGS,2,West Indies,0
Sabina,1929/30,Test # 193,England,849,258.2,1st INNINGS,849,0,563,272,0,258.2,0,10,England,0,1st INNINGS,2,drawn,2
